,id,date,zipcode,season,price,Median Price,condition,status,profit
1227,1761300310,2014-08-27,98031,summer,211000.0,282000.0,3,Buy,71000.0
1230,8663370060,2014-10-09,98034,fall,349000.0,440000.0,3,Buy,91000.0
1236,5420300240,2014-12-05,98030,winter,270000.0,280000.0,3,Buy,10000.0
1248,8682281170,2014-11-13,98053,fall,449000.0,558500.0,3,Buy,109500.0
1256,993001629,2014-11-17,98103,fall,265000.0,549500.0,3,Buy,284500.0
1259,2798600240,2014-11-14,98092,fall,295700.0,297300.0,3,Buy,1600.0
1265,7202340370,2014-11-10,98053,fall,467000.0,558500.0,3,Buy,91500.0
1267,4310701600,2014-11-13,98103,fall,340000.0,549500.0,3,Buy,209500.0
1274,7276100282,2014-07-29,98133,summer,320000.0,375000.0,3,Buy,55000.0
1275,567000392,2014-11-03,98144,fall,363000.0,446800.0,3,Buy,83800.0
1279,7852180560,2015-04-24,98065,spring,403000.0,506950.0,3,Buy,103950.0
1283,6204410200,2014-06-16,98011,summer,371025.0,470000.0,3,Buy,98975.0
1284,7625702400,2014-07-30,98136,summer,355000.0,485000.0,3,Buy,130000.0
1288,1402600570,2015-01-13,98058,winter,320000.0,329000.0,3,Buy,9000.0
1291,3365900465,2015-02-19,98168,winter,170000.0,235000.0,3,Buy,65000.0
1297,2492200435,2014-06-06,98126,summer,389250.0,399000.0,3,Buy,9750.0
1303,3380900125,2014-05-27,98177,spring,360000.0,506000.0,3,Buy,146000.0
1305,8682230550,2014-09-16,98053,fall,428000.0,558500.0,3,Buy,130500.0
1309,2878600200,2014-05-08,98115,spring,533000.0,560750.0,3,Buy,27750.0
1311,766000240,2014-09-15,98042,fall,225000.0,280000.0,3,Buy,55000.0
1318,1683600240,2015-03-20,98092,spring,234975.0,297300.0,3,Buy,62325.0
1319,1962200036,2014-08-19,98102,summer,600000.0,670000.0,3,Buy,70000.0
1322,7772400160,2014-10-24,98155,fall,279950.0,367500.0,3,Buy,87550.0
1327,5101405274,2014-05-29,98115,spring,389000.0,560750.0,3,Buy,171750.0
1330,7436500270,2014-07-25,98033,summer,567000.0,630000.0,3,Buy,63000.0
1335,8961990160,2015-04-13,98074,spring,567500.0,625000.0,3,Buy,57500.0
1345,9301300751,2014-07-28,98109,summer,464950.0,708750.0,3,Buy,243800.0
1346,9542100135,2014-11-12,98005,fall,620000.0,710000.0,3,Buy,90000.0
1347,8691410700,2015-01-16,98075,winter,735000.0,741000.0,3,Buy,6000.0
1354,2695600070,2014-08-18,98126,summer,345000.0,399000.0,3,Buy,54000.0
1358,5589300370,2015-04-01,98155,spring,282000.0,367500.0,3,Buy,85500.0
1364,7222000393,2014-07-03,98055,summer,290000.0,294000.0,3,Buy,4000.0
1369,3374300070,2014-06-23,98034,summer,334000.0,440000.0,3,Buy,106000.0
1370,7812800310,2014-06-25,98178,summer,260000.0,275000.0,3,Buy,15000.0
1385,3342700465,2015-01-23,98056,winter,250000.0,375000.0,3,Buy,125000.0
1391,2710600070,2015-02-04,98115,winter,439000.0,560750.0,3,Buy,121750.0
1393,5100401414,2014-05-02,98115,spring,490000.0,560750.0,3,Buy,70750.0
1399,8682291840,2015-03-31,98053,spring,408000.0,558500.0,3,Buy,150500.0
1401,5636000400,2014-05-07,98010,spring,253000.0,263500.0,3,Buy,10500.0
1405,5255690160,2014-10-09,98011,fall,439000.0,470000.0,3,Buy,31000.0
1406,869700320,2014-08-06,98059,summer,300000.0,423000.0,3,Buy,123000.0
1408,5089700260,2014-08-12,98055,summer,283500.0,294000.0,3,Buy,10500.0
1409,9473200105,2014-09-24,98103,fall,425000.0,549500.0,3,Buy,124500.0
1412,2171400218,2015-04-16,98178,spring,245000.0,275000.0,3,Buy,30000.0
1416,6664900260,2015-02-19,98023,winter,241000.0,265500.0,3,Buy,24500.0
1419,4292300024,2015-03-02,98133,spring,350000.0,375000.0,3,Buy,25000.0
1421,9238450160,2015-04-28,98072,spring,389000.0,440000.0,3,Buy,51000.0
1427,7852030320,2015-02-17,98065,winter,470000.0,506950.0,3,Buy,36950.0
1441,8830400135,2015-03-05,98030,spring,264950.0,280000.0,3,Buy,15050.0
1446,339350070,2015-03-18,98052,spring,566000.0,600000.0,3,Buy,34000.0
1449,8651430560,2014-05-22,98042,spring,180000.0,280000.0,3,Buy,100000.0
1454,7504460200,2014-07-17,98074,summer,500000.0,625000.0,3,Buy,125000.0
1455,1559900200,2015-03-26,98019,spring,382000.0,402750.0,3,Buy,20750.0
1456,546000400,2015-04-22,98117,spring,515000.0,541000.0,3,Buy,26000.0
1460,5457300703,2015-03-20,98109,spring,707500.0,708750.0,3,Buy,1250.0
1462,1951500030,2015-02-04,98032,winter,140000.0,249000.0,3,Buy,109000.0
1463,9550200310,2014-08-11,98103,summer,495000.0,549500.0,3,Buy,54500.0
1467,7935000125,2014-06-05,98136,summer,440000.0,485000.0,3,Buy,45000.0
1470,2523039239,2014-05-30,98166,spring,260000.0,363405.0,3,Buy,103405.0
1472,2724069070,2015-02-20,98027,winter,519500.0,573475.0,3,Buy,53975.0
1476,7941140070,2015-03-18,98034,spring,400000.0,440000.0,3,Buy,40000.0
1481,7202290140,2014-07-28,98053,summer,455800.0,558500.0,3,Buy,102700.0
1483,8562900710,2014-07-11,98074,summer,483000.0,625000.0,3,Buy,142000.0
1485,3395800295,2014-07-11,98146,summer,250000.0,295000.0,3,Buy,45000.0
1486,5557320030,2014-09-24,98023,fall,229950.0,265500.0,3,Buy,35550.0
1488,5202500030,2015-04-01,98052,spring,514000.0,600000.0,3,Buy,86000.0
1493,1737100830,2015-02-05,98033,winter,577000.0,630000.0,3,Buy,53000.0
1494,2207200520,2014-09-29,98007,fall,425000.0,544250.0,3,Buy,119250.0
1500,4324200060,2015-03-12,98031,spring,249000.0,282000.0,3,Buy,33000.0
1512,5255690060,2015-03-18,98011,spring,413000.0,470000.0,3,Buy,57000.0
1513,402000260,2015-02-11,98118,winter,190000.0,365500.0,3,Buy,175500.0
1515,8651580310,2014-05-28,98074,spring,621138.0,625000.0,3,Buy,3862.0
1516,3705000060,2014-06-04,98042,summer,270000.0,280000.0,3,Buy,10000.0
1521,6003501535,2014-08-28,98102,summer,550000.0,670000.0,3,Buy,120000.0
1538,4279200060,2014-12-30,98059,winter,420000.0,423000.0,3,Buy,3000.0
1545,1311100520,2015-04-14,98001,spring,250000.0,256000.0,3,Buy,6000.0
1553,984220240,2014-11-25,98058,fall,299000.0,329000.0,3,Buy,30000.0
1556,9406520550,2014-10-27,98038,fall,307500.0,326992.0,3,Buy,19492.0
1566,5560000070,2014-07-07,98023,summer,199990.0,265500.0,3,Buy,65510.0
1567,1545804460,2015-04-01,98038,spring,294000.0,326992.0,3,Buy,32992.0
1576,7888000390,2014-06-27,98198,summer,140000.0,262950.0,3,Buy,122950.0
1577,7888000390,2015-04-01,98198,spring,235000.0,262950.0,3,Buy,27950.0
1578,1529300435,2014-11-20,98103,fall,440000.0,549500.0,3,Buy,109500.0
1589,2004100075,2015-03-26,98155,spring,332000.0,367500.0,3,Buy,35500.0
1590,4221270340,2015-03-27,98075,spring,655000.0,741000.0,3,Buy,86000.0
1591,7177300575,2014-09-03,98115,fall,475000.0,560750.0,3,Buy,85750.0
1596,3333002440,2014-06-04,98118,summer,327500.0,365500.0,3,Buy,38000.0
1597,2130702205,2015-04-06,98019,spring,390000.0,402750.0,3,Buy,12750.0
1599,194000575,2014-10-14,98116,fall,455000.0,558000.0,3,Buy,103000.0
1609,3832310350,2014-10-21,98032,fall,229900.0,249000.0,3,Buy,19100.0
1613,6127011000,2014-05-08,98075,spring,537500.0,741000.0,3,Buy,203500.0
1616,7960100260,2014-07-01,98122,summer,349500.0,557500.0,3,Buy,208000.0
1617,7625700012,2014-12-02,98136,winter,370000.0,485000.0,3,Buy,115000.0
1619,7454000295,2015-01-30,98126,winter,245000.0,399000.0,3,Buy,154000.0
1620,8100000060,2014-07-29,98010,summer,208000.0,263500.0,3,Buy,55500.0
1625,2143700861,2014-10-30,98055,fall,192000.0,294000.0,3,Buy,102000.0
1626,5016003230,2015-02-18,98112,winter,169317.0,760500.0,3,Buy,591183.0
1630,8645500160,2015-01-07,98058,winter,180500.0,329000.0,3,Buy,148500.0
1633,4202400135,2014-06-26,98055,summer,177500.0,294000.0,3,Buy,116500.0
1637,6838000520,2015-02-20,98052,winter,440000.0,600000.0,3,Buy,160000.0
1643,646910030,2014-11-04,98055,fall,238000.0,294000.0,3,Buy,56000.0
1647,9276200890,2015-04-29,98116,spring,450000.0,558000.0,3,Buy,108000.0
1648,6385910260,2014-09-10,98146,fall,272750.0,295000.0,3,Buy,22250.0
1651,5379801600,2015-04-24,98188,spring,255000.0,260250.0,3,Buy,5250.0
1655,3649100473,2014-05-28,98028,spring,365000.0,433000.0,3,Buy,68000.0
1659,567000672,2014-09-30,98144,fall,342000.0,446800.0,3,Buy,104800.0
1667,5649600435,2015-01-08,98118,winter,349950.0,365500.0,3,Buy,15550.0
1668,2249500059,2015-01-07,98109,winter,550000.0,708750.0,3,Buy,158750.0
1671,1785500132,2014-11-18,98133,fall,293000.0,375000.0,3,Buy,82000.0
1677,2320069248,2014-07-01,98022,summer,165050.0,251500.0,3,Buy,86450.0
1689,2767604247,2014-07-11,98107,summer,467000.0,529475.0,3,Buy,62475.0
1691,3356406510,2014-05-30,98001,spring,196440.0,256000.0,3,Buy,59560.0
1693,8835200800,2015-04-08,98034,spring,281000.0,440000.0,3,Buy,159000.0
1694,8902500118,2014-08-12,98125,summer,326000.0,422000.0,3,Buy,96000.0
1698,3581000340,2015-02-27,98034,winter,340000.0,440000.0,3,Buy,100000.0
1700,1545803240,2014-10-31,98038,fall,270000.0,326992.0,3,Buy,56992.0
1702,8651402920,2014-05-05,98042,spring,219900.0,280000.0,3,Buy,60100.0
1707,6159400060,2014-08-05,98155,summer,365000.0,367500.0,3,Buy,2500.0
1721,8093800200,2014-11-18,98011,fall,360400.0,470000.0,3,Buy,109600.0
1728,1823059205,2014-06-04,98055,summer,200000.0,294000.0,3,Buy,94000.0
1736,5095600310,2014-07-25,98059,summer,379500.0,423000.0,3,Buy,43500.0
1748,9424400200,2014-05-15,98116,spring,451555.0,558000.0,3,Buy,106445.0
1749,3500100189,2014-06-30,98155,summer,300000.0,367500.0,3,Buy,67500.0
1751,3856904740,2014-10-21,98105,fall,490000.0,625252.0,3,Buy,135252.0
1753,6821101837,2015-02-03,98199,winter,368000.0,651000.0,3,Buy,283000.0
1758,1592000260,2015-02-17,98074,winter,600000.0,625000.0,3,Buy,25000.0
1763,1832100030,2014-06-25,98040,summer,597326.0,876650.0,3,Buy,279324.0
1766,9521101221,2014-05-19,98103,spring,487250.0,549500.0,3,Buy,62250.0
1775,7211340030,2015-04-28,98014,spring,300000.0,319000.0,3,Buy,19000.0
1776,2473480520,2014-09-08,98058,fall,327500.0,329000.0,3,Buy,1500.0
1777,1722059326,2014-08-05,98031,summer,269000.0,282000.0,3,Buy,13000.0
1782,7299500200,2014-08-15,98010,summer,190000.0,263500.0,3,Buy,73500.0
1783,8598900125,2015-04-06,98177,spring,443000.0,506000.0,3,Buy,63000.0
1787,2770606602,2015-03-05,98199,spring,552500.0,651000.0,3,Buy,98500.0
1788,7211400990,2015-03-03,98146,spring,256000.0,295000.0,3,Buy,39000.0
1790,984220370,2015-03-26,98058,spring,279000.0,329000.0,3,Buy,50000.0
1793,3751602329,2014-06-27,98001,summer,215500.0,256000.0,3,Buy,40500.0
1800,3356404330,2014-11-19,98001,fall,206000.0,256000.0,3,Buy,50000.0
1801,7805460030,2015-02-23,98006,winter,615000.0,697450.0,3,Buy,82450.0
1805,3810000860,2015-05-06,98178,spring,240000.0,275000.0,3,Buy,35000.0
1809,1138010510,2014-12-12,98034,winter,415000.0,440000.0,3,Buy,25000.0
1812,6804600550,2014-07-08,98011,summer,439000.0,470000.0,3,Buy,31000.0
1815,3629920140,2015-04-07,98029,spring,477000.0,564800.0,3,Buy,87800.0
1824,3810000565,2014-07-02,98178,summer,255000.0,275000.0,3,Buy,20000.0
1826,8559900140,2015-03-31,98116,spring,450000.0,558000.0,3,Buy,108000.0
1830,3013300510,2015-05-06,98136,spring,389950.0,485000.0,3,Buy,95050.0
1831,1623300765,2014-05-06,98117,spring,469000.0,541000.0,3,Buy,72000.0
1834,9315300260,2014-05-21,98198,spring,189650.0,262950.0,3,Buy,73300.0
1836,1545806510,2014-08-20,98038,summer,260000.0,326992.0,3,Buy,66992.0
1837,8643200055,2014-06-01,98198,summer,243000.0,262950.0,3,Buy,19950.0
1849,6052400575,2014-05-14,98198,spring,175000.0,262950.0,3,Buy,87950.0
1853,7135300046,2014-07-16,98118,summer,210000.0,365500.0,3,Buy,155500.0
1861,3013300055,2014-06-02,98136,summer,405000.0,485000.0,3,Buy,80000.0
1864,2143700830,2014-10-06,98055,fall,207000.0,294000.0,3,Buy,87000.0
1867,6414600262,2014-08-29,98133,summer,365000.0,375000.0,3,Buy,10000.0
1872,5505700055,2014-07-30,98116,summer,345000.0,558000.0,3,Buy,213000.0
1873,3886902505,2015-03-11,98033,spring,616300.0,630000.0,3,Buy,13700.0
1875,1552520070,2014-12-02,98011,winter,425000.0,470000.0,3,Buy,45000.0
1880,869700370,2015-04-10,98059,spring,350000.0,423000.0,3,Buy,73000.0
1881,4307301160,2014-07-22,98056,summer,349000.0,375000.0,3,Buy,26000.0
1883,4307350990,2015-03-09,98056,spring,320000.0,375000.0,3,Buy,55000.0
1889,3319500922,2015-04-21,98144,spring,345000.0,446800.0,3,Buy,101800.0
1892,9265700045,2014-06-24,98177,summer,300000.0,506000.0,3,Buy,206000.0
1897,6381500505,2015-04-02,98125,spring,400000.0,422000.0,3,Buy,22000.0
1898,1697000400,2015-03-30,98198,spring,133000.0,262950.0,3,Buy,129950.0
1899,2548100140,2015-01-16,98155,winter,330000.0,367500.0,3,Buy,37500.0
1903,7715800710,2014-07-22,98074,summer,470000.0,625000.0,3,Buy,155000.0
1905,5100401160,2014-07-07,98115,summer,548800.0,560750.0,3,Buy,11950.0
1910,8024201370,2014-12-08,98115,winter,400000.0,560750.0,3,Buy,160750.0
1912,5306100240,2014-09-18,98133,fall,339950.0,375000.0,3,Buy,35050.0
1914,7203101260,2015-02-11,98053,winter,411753.0,558500.0,3,Buy,146747.0
1917,3874000240,2014-12-02,98001,winter,210000.0,256000.0,3,Buy,46000.0
1920,8150100240,2015-02-18,98126,winter,265000.0,399000.0,3,Buy,134000.0
1922,4027701275,2014-07-18,98028,summer,230000.0,433000.0,3,Buy,203000.0
1925,3905100070,2015-02-03,98029,winter,467000.0,564800.0,3,Buy,97800.0
1926,7316400070,2014-09-25,98023,fall,255000.0,265500.0,3,Buy,10500.0
1928,3972900160,2015-04-03,98155,spring,190000.0,367500.0,3,Buy,177500.0
1929,2767603215,2014-05-16,98107,spring,490000.0,529475.0,3,Buy,39475.0
1932,9188200570,2014-09-02,98118,fall,333800.0,365500.0,3,Buy,31700.0
1939,6127010800,2014-06-09,98075,summer,550000.0,741000.0,3,Buy,191000.0
1940,4222000320,2015-04-22,98003,spring,240000.0,263750.0,3,Buy,23750.0
1942,3826500570,2014-08-29,98030,summer,275000.0,280000.0,3,Buy,5000.0
1948,3279000070,2014-08-28,98023,summer,215000.0,265500.0,3,Buy,50500.0
1959,2473251170,2014-06-26,98058,summer,302000.0,329000.0,3,Buy,27000.0
1961,4136950140,2014-12-15,98092,winter,250000.0,297300.0,3,Buy,47300.0
1964,8637100370,2014-11-12,98055,fall,252000.0,294000.0,3,Buy,42000.0
1969,2856100125,2014-10-01,98117,fall,439000.0,541000.0,3,Buy,102000.0
1979,5466400550,2014-11-13,98042,fall,210000.0,280000.0,3,Buy,70000.0
1984,1138000830,2014-09-09,98034,fall,310000.0,440000.0,3,Buy,130000.0
1991,5103900045,2014-07-25,98065,summer,299000.0,506950.0,3,Buy,207950.0
1993,8807600340,2015-03-25,98053,spring,322000.0,558500.0,3,Buy,236500.0
1996,179000350,2014-11-05,98178,fall,194000.0,275000.0,3,Buy,81000.0
1998,3578400030,2014-07-18,98074,summer,465000.0,625000.0,3,Buy,160000.0
2000,3856901715,2014-09-24,98103,fall,470450.0,549500.0,3,Buy,79050.0
2006,1337800045,2014-10-01,98112,fall,625000.0,760500.0,3,Buy,135500.0
2011,7203102080,2014-12-17,98053,winter,305000.0,558500.0,3,Buy,253500.0
2016,5379804730,2014-07-18,98188,summer,156000.0,260250.0,3,Buy,104250.0
2017,3383900058,2014-11-18,98102,fall,580000.0,670000.0,3,Buy,90000.0
2019,1823049171,2014-12-18,98146,winter,275000.0,295000.0,3,Buy,20000.0
2022,534000075,2014-05-06,98117,spring,329350.0,541000.0,3,Buy,211650.0
2032,2414600400,2014-08-05,98146,summer,210000.0,295000.0,3,Buy,85000.0
2033,2461900510,2014-09-26,98136,fall,350000.0,485000.0,3,Buy,135000.0
2037,8730000260,2015-05-04,98133,spring,369950.0,375000.0,3,Buy,5050.0
2038,3395040550,2014-07-28,98108,summer,250000.0,345000.0,3,Buy,95000.0
2039,3395040550,2015-04-29,98108,spring,320000.0,345000.0,3,Buy,25000.0
2050,8732040810,2014-11-04,98023,fall,235000.0,265500.0,3,Buy,30500.0
2051,2991000400,2014-07-23,98092,summer,272000.0,297300.0,3,Buy,25300.0
2053,5727500102,2015-04-26,98155,spring,195000.0,367500.0,3,Buy,172500.0
2054,5104510370,2014-10-14,98038,fall,297000.0,326992.0,3,Buy,29992.0
2060,538000030,2014-07-30,98038,summer,272500.0,326992.0,3,Buy,54492.0
2062,4083800340,2015-04-02,98103,spring,462000.0,549500.0,3,Buy,87500.0
2063,9214400135,2015-03-10,98115,spring,510000.0,560750.0,3,Buy,50750.0
2065,8651430370,2015-04-25,98042,spring,150000.0,280000.0,3,Buy,130000.0
2069,461003251,2014-08-01,98117,summer,437000.0,541000.0,3,Buy,104000.0
2073,7452500045,2014-08-05,98126,summer,235000.0,399000.0,3,Buy,164000.0
2077,2239800070,2014-06-27,98125,summer,417000.0,422000.0,3,Buy,5000.0
2081,257000105,2014-05-20,98168,spring,192500.0,235000.0,3,Buy,42500.0
2083,6402300070,2014-12-08,98040,winter,800000.0,876650.0,3,Buy,76650.0
2086,9407150240,2014-10-01,98038,fall,295000.0,326992.0,3,Buy,31992.0
2087,8682291940,2014-06-30,98053,summer,419000.0,558500.0,3,Buy,139500.0
2090,3380900160,2015-04-28,98177,spring,502000.0,506000.0,3,Buy,4000.0
2092,3448000270,2015-03-13,98125,spring,398500.0,422000.0,3,Buy,23500.0
2099,6414100111,2014-11-05,98125,fall,365000.0,422000.0,3,Buy,57000.0
2100,9818700320,2014-10-07,98122,fall,491000.0,557500.0,3,Buy,66500.0
2104,4142450510,2014-07-23,98038,summer,310000.0,326992.0,3,Buy,16992.0
2107,908000260,2014-11-17,98058,fall,272000.0,329000.0,3,Buy,57000.0
2109,8645540320,2014-11-18,98058,fall,307000.0,329000.0,3,Buy,22000.0
2116,7695500240,2014-05-14,98059,spring,345000.0,423000.0,3,Buy,78000.0
2126,4345000510,2014-10-15,98030,fall,180500.0,280000.0,3,Buy,99500.0
2132,2113701200,2014-09-12,98106,fall,250000.0,315000.0,3,Buy,65000.0
2134,9264901040,2014-05-16,98023,spring,239900.0,265500.0,3,Buy,25600.0
2135,7967600069,2014-11-17,98001,fall,185000.0,256000.0,3,Buy,71000.0
2137,3810000202,2014-09-05,98178,fall,251700.0,275000.0,3,Buy,23300.0
2138,1226039129,2015-02-09,98177,winter,400000.0,506000.0,3,Buy,106000.0
2139,8146100370,2014-09-04,98004,fall,735000.0,867500.0,3,Buy,132500.0
2154,4435000520,2014-09-26,98188,fall,245990.0,260250.0,3,Buy,14260.0
2160,9521100106,2014-08-26,98103,summer,440000.0,549500.0,3,Buy,109500.0
2165,3354400060,2015-05-01,98001,spring,238000.0,256000.0,3,Buy,18000.0
2166,408100105,2014-11-03,98155,fall,265000.0,367500.0,3,Buy,102500.0
2168,8029740060,2015-05-07,98056,spring,345000.0,375000.0,3,Buy,30000.0
2178,2130702270,2014-06-28,98019,summer,234000.0,402750.0,3,Buy,168750.0
2182,6619510060,2015-03-27,98177,spring,499000.0,506000.0,3,Buy,7000.0
2183,4058802105,2014-09-04,98178,fall,150000.0,275000.0,3,Buy,125000.0
2188,6632900340,2014-11-24,98155,fall,360000.0,367500.0,3,Buy,7500.0
2194,7461420060,2014-08-04,98058,summer,265000.0,329000.0,3,Buy,64000.0
2198,3815500045,2014-10-03,98028,fall,399000.0,433000.0,3,Buy,34000.0
2204,1442800400,2014-06-28,98038,summer,230000.0,326992.0,3,Buy,96992.0
2207,1545802830,2015-03-09,98038,spring,258500.0,326992.0,3,Buy,68492.0
2211,3438500339,2014-05-26,98106,spring,276000.0,315000.0,3,Buy,39000.0
2220,1926059155,2015-01-30,98034,winter,257000.0,440000.0,3,Buy,183000.0
2229,1321970240,2014-12-04,98092,winter,265000.0,297300.0,3,Buy,32300.0
2234,269000070,2015-01-06,98199,winter,608000.0,651000.0,3,Buy,43000.0
2238,1704900135,2014-11-11,98118,fall,315000.0,365500.0,3,Buy,50500.0
2251,4364700105,2014-08-04,98126,summer,330000.0,399000.0,3,Buy,69000.0
2253,7694800070,2014-08-18,98052,summer,468000.0,600000.0,3,Buy,132000.0
2255,4035900060,2014-09-19,98006,fall,515000.0,697450.0,3,Buy,182450.0
2256,8880600070,2014-11-12,98022,fall,245000.0,251500.0,3,Buy,6500.0
2265,5413200140,2014-10-21,98001,fall,213550.0,256000.0,3,Buy,42450.0
2266,522049104,2014-07-29,98198,summer,210000.0,262950.0,3,Buy,52950.0
2271,7697100030,2014-09-29,98115,fall,546800.0,560750.0,3,Buy,13950.0
2274,4263200030,2014-12-05,98144,winter,299500.0,446800.0,3,Buy,147300.0
2277,1930301555,2014-07-01,98103,summer,500000.0,549500.0,3,Buy,49500.0
2279,2719100013,2015-04-29,98136,spring,418000.0,485000.0,3,Buy,67000.0
2283,5017000575,2014-11-24,98112,fall,569000.0,760500.0,3,Buy,191500.0
2287,4024101715,2014-09-05,98155,fall,306000.0,367500.0,3,Buy,61500.0
2289,4450700030,2014-08-22,98072,summer,354950.0,440000.0,3,Buy,85050.0
2290,7920100083,2015-04-14,98115,spring,348000.0,560750.0,3,Buy,212750.0
2293,8901000445,2014-12-18,98125,winter,390000.0,422000.0,3,Buy,32000.0
2294,6121800060,2014-09-10,98148,fall,260000.0,274000.0,3,Buy,14000.0
2295,8712100320,2014-07-28,98112,summer,585000.0,760500.0,3,Buy,175500.0
2304,3034200885,2014-12-08,98133,winter,290000.0,375000.0,3,Buy,85000.0
2312,943100262,2014-10-30,98024,fall,260000.0,337500.0,3,Buy,77500.0
2322,2211700160,2014-05-12,98006,spring,450000.0,697450.0,3,Buy,247450.0
2325,3634100030,2015-01-09,98118,winter,270000.0,365500.0,3,Buy,95500.0
2334,2796100640,2015-04-24,98031,spring,264900.0,282000.0,3,Buy,17100.0
2335,993000046,2014-09-22,98103,fall,510000.0,549500.0,3,Buy,39500.0
2336,2333230270,2014-08-14,98058,summer,328000.0,329000.0,3,Buy,1000.0
2341,2771603610,2015-04-23,98199,spring,545000.0,651000.0,3,Buy,106000.0
2347,476000335,2014-12-17,98107,winter,430000.0,529475.0,3,Buy,99475.0
2348,251300260,2014-05-15,98003,spring,255000.0,263750.0,3,Buy,8750.0
2350,3298201170,2014-11-10,98008,fall,350000.0,535900.0,3,Buy,185900.0
2358,7760400350,2014-12-05,98042,winter,232000.0,280000.0,3,Buy,48000.0
2362,1218000030,2014-08-27,98166,summer,278000.0,363405.0,3,Buy,85405.0
2363,6099400140,2014-09-04,98168,fall,230000.0,235000.0,3,Buy,5000.0
2369,2553300140,2014-11-03,98075,fall,674750.0,741000.0,3,Buy,66250.0
2381,8946750140,2015-04-30,98092,spring,282000.0,297300.0,3,Buy,15300.0
2386,6151800486,2014-07-18,98010,summer,260000.0,263500.0,3,Buy,3500.0
2401,1087700030,2014-06-19,98033,summer,450000.0,630000.0,3,Buy,180000.0
2402,8856970570,2014-10-27,98038,fall,322500.0,326992.0,3,Buy,4492.0
2409,1088000030,2014-12-03,98033,winter,435000.0,630000.0,3,Buy,195000.0
2410,1545800640,2014-06-18,98038,summer,242000.0,326992.0,3,Buy,84992.0
2414,7696600240,2014-10-23,98001,fall,165000.0,256000.0,3,Buy,91000.0
2415,3904100106,2015-04-27,98118,spring,335000.0,365500.0,3,Buy,30500.0
