,id,date,zipcode,season,price,Median Price,condition,status
1421,9238450160,2015-04-28,98072,spring,389000.0,440000.0,3,Buy
1427,7852030320,2015-02-17,98065,winter,470000.0,506950.0,3,Buy
1441,8830400135,2015-03-05,98030,spring,264950.0,280000.0,3,Buy
1446,339350070,2015-03-18,98052,spring,566000.0,600000.0,3,Buy
1449,8651430560,2014-05-22,98042,spring,180000.0,280000.0,3,Buy
1454,7504460200,2014-07-17,98074,summer,500000.0,625000.0,3,Buy
1455,1559900200,2015-03-26,98019,spring,382000.0,402750.0,3,Buy
1456,546000400,2015-04-22,98117,spring,515000.0,541000.0,3,Buy
1460,5457300703,2015-03-20,98109,spring,707500.0,708750.0,3,Buy
1462,1951500030,2015-02-04,98032,winter,140000.0,249000.0,3,Buy
1463,9550200310,2014-08-11,98103,summer,495000.0,549500.0,3,Buy
1467,7935000125,2014-06-05,98136,summer,440000.0,485000.0,3,Buy
1470,2523039239,2014-05-30,98166,spring,260000.0,363405.0,3,Buy
1472,2724069070,2015-02-20,98027,winter,519500.0,573475.0,3,Buy
1476,7941140070,2015-03-18,98034,spring,400000.0,440000.0,3,Buy
1481,7202290140,2014-07-28,98053,summer,455800.0,558500.0,3,Buy
1483,8562900710,2014-07-11,98074,summer,483000.0,625000.0,3,Buy
1485,3395800295,2014-07-11,98146,summer,250000.0,295000.0,3,Buy
1486,5557320030,2014-09-24,98023,fall,229950.0,265500.0,3,Buy
1488,5202500030,2015-04-01,98052,spring,514000.0,600000.0,3,Buy
1493,1737100830,2015-02-05,98033,winter,577000.0,630000.0,3,Buy
1494,2207200520,2014-09-29,98007,fall,425000.0,544250.0,3,Buy
1500,4324200060,2015-03-12,98031,spring,249000.0,282000.0,3,Buy
1512,5255690060,2015-03-18,98011,spring,413000.0,470000.0,3,Buy
1513,402000260,2015-02-11,98118,winter,190000.0,365500.0,3,Buy
1515,8651580310,2014-05-28,98074,spring,621138.0,625000.0,3,Buy
1516,3705000060,2014-06-04,98042,summer,270000.0,280000.0,3,Buy
1521,6003501535,2014-08-28,98102,summer,550000.0,670000.0,3,Buy
1538,4279200060,2014-12-30,98059,winter,420000.0,423000.0,3,Buy
1545,1311100520,2015-04-14,98001,spring,250000.0,256000.0,3,Buy
1553,984220240,2014-11-25,98058,fall,299000.0,329000.0,3,Buy
1556,9406520550,2014-10-27,98038,fall,307500.0,326992.0,3,Buy
1566,5560000070,2014-07-07,98023,summer,199990.0,265500.0,3,Buy
1567,1545804460,2015-04-01,98038,spring,294000.0,326992.0,3,Buy
1576,7888000390,2014-06-27,98198,summer,140000.0,262950.0,3,Buy
1577,7888000390,2015-04-01,98198,spring,235000.0,262950.0,3,Buy
1578,1529300435,2014-11-20,98103,fall,440000.0,549500.0,3,Buy
1589,2004100075,2015-03-26,98155,spring,332000.0,367500.0,3,Buy
1590,4221270340,2015-03-27,98075,spring,655000.0,741000.0,3,Buy
1591,7177300575,2014-09-03,98115,fall,475000.0,560750.0,3,Buy
1596,3333002440,2014-06-04,98118,summer,327500.0,365500.0,3,Buy
1597,2130702205,2015-04-06,98019,spring,390000.0,402750.0,3,Buy
1599,194000575,2014-10-14,98116,fall,455000.0,558000.0,3,Buy
1609,3832310350,2014-10-21,98032,fall,229900.0,249000.0,3,Buy
1613,6127011000,2014-05-08,98075,spring,537500.0,741000.0,3,Buy
1616,7960100260,2014-07-01,98122,summer,349500.0,557500.0,3,Buy
1617,7625700012,2014-12-02,98136,winter,370000.0,485000.0,3,Buy
1619,7454000295,2015-01-30,98126,winter,245000.0,399000.0,3,Buy
1620,8100000060,2014-07-29,98010,summer,208000.0,263500.0,3,Buy
1625,2143700861,2014-10-30,98055,fall,192000.0,294000.0,3,Buy
1626,5016003230,2015-02-18,98112,winter,169317.0,760500.0,3,Buy
1630,8645500160,2015-01-07,98058,winter,180500.0,329000.0,3,Buy
1633,4202400135,2014-06-26,98055,summer,177500.0,294000.0,3,Buy
1637,6838000520,2015-02-20,98052,winter,440000.0,600000.0,3,Buy
1643,646910030,2014-11-04,98055,fall,238000.0,294000.0,3,Buy
1647,9276200890,2015-04-29,98116,spring,450000.0,558000.0,3,Buy
1648,6385910260,2014-09-10,98146,fall,272750.0,295000.0,3,Buy
1651,5379801600,2015-04-24,98188,spring,255000.0,260250.0,3,Buy
1655,3649100473,2014-05-28,98028,spring,365000.0,433000.0,3,Buy
1659,567000672,2014-09-30,98144,fall,342000.0,446800.0,3,Buy
1667,5649600435,2015-01-08,98118,winter,349950.0,365500.0,3,Buy
1668,2249500059,2015-01-07,98109,winter,550000.0,708750.0,3,Buy
1671,1785500132,2014-11-18,98133,fall,293000.0,375000.0,3,Buy
1677,2320069248,2014-07-01,98022,summer,165050.0,251500.0,3,Buy
1689,2767604247,2014-07-11,98107,summer,467000.0,529475.0,3,Buy
1691,3356406510,2014-05-30,98001,spring,196440.0,256000.0,3,Buy
1693,8835200800,2015-04-08,98034,spring,281000.0,440000.0,3,Buy
1694,8902500118,2014-08-12,98125,summer,326000.0,422000.0,3,Buy
1698,3581000340,2015-02-27,98034,winter,340000.0,440000.0,3,Buy
1700,1545803240,2014-10-31,98038,fall,270000.0,326992.0,3,Buy
1702,8651402920,2014-05-05,98042,spring,219900.0,280000.0,3,Buy
1707,6159400060,2014-08-05,98155,summer,365000.0,367500.0,3,Buy
1721,8093800200,2014-11-18,98011,fall,360400.0,470000.0,3,Buy
1728,1823059205,2014-06-04,98055,summer,200000.0,294000.0,3,Buy
1736,5095600310,2014-07-25,98059,summer,379500.0,423000.0,3,Buy
1748,9424400200,2014-05-15,98116,spring,451555.0,558000.0,3,Buy
1749,3500100189,2014-06-30,98155,summer,300000.0,367500.0,3,Buy
1751,3856904740,2014-10-21,98105,fall,490000.0,625252.0,3,Buy
1753,6821101837,2015-02-03,98199,winter,368000.0,651000.0,3,Buy
1758,1592000260,2015-02-17,98074,winter,600000.0,625000.0,3,Buy
1763,1832100030,2014-06-25,98040,summer,597326.0,876650.0,3,Buy
1766,9521101221,2014-05-19,98103,spring,487250.0,549500.0,3,Buy
1775,7211340030,2015-04-28,98014,spring,300000.0,319000.0,3,Buy
1776,2473480520,2014-09-08,98058,fall,327500.0,329000.0,3,Buy
1777,1722059326,2014-08-05,98031,summer,269000.0,282000.0,3,Buy
1782,7299500200,2014-08-15,98010,summer,190000.0,263500.0,3,Buy
1783,8598900125,2015-04-06,98177,spring,443000.0,506000.0,3,Buy
1787,2770606602,2015-03-05,98199,spring,552500.0,651000.0,3,Buy
1788,7211400990,2015-03-03,98146,spring,256000.0,295000.0,3,Buy
1790,984220370,2015-03-26,98058,spring,279000.0,329000.0,3,Buy
1793,3751602329,2014-06-27,98001,summer,215500.0,256000.0,3,Buy
1800,3356404330,2014-11-19,98001,fall,206000.0,256000.0,3,Buy
1801,7805460030,2015-02-23,98006,winter,615000.0,697450.0,3,Buy
1805,3810000860,2015-05-06,98178,spring,240000.0,275000.0,3,Buy
1809,1138010510,2014-12-12,98034,winter,415000.0,440000.0,3,Buy
1812,6804600550,2014-07-08,98011,summer,439000.0,470000.0,3,Buy
1815,3629920140,2015-04-07,98029,spring,477000.0,564800.0,3,Buy
1824,3810000565,2014-07-02,98178,summer,255000.0,275000.0,3,Buy
1826,8559900140,2015-03-31,98116,spring,450000.0,558000.0,3,Buy
1830,3013300510,2015-05-06,98136,spring,389950.0,485000.0,3,Buy
1831,1623300765,2014-05-06,98117,spring,469000.0,541000.0,3,Buy
1834,9315300260,2014-05-21,98198,spring,189650.0,262950.0,3,Buy
1836,1545806510,2014-08-20,98038,summer,260000.0,326992.0,3,Buy
1837,8643200055,2014-06-01,98198,summer,243000.0,262950.0,3,Buy
1849,6052400575,2014-05-14,98198,spring,175000.0,262950.0,3,Buy
1853,7135300046,2014-07-16,98118,summer,210000.0,365500.0,3,Buy
1861,3013300055,2014-06-02,98136,summer,405000.0,485000.0,3,Buy
1864,2143700830,2014-10-06,98055,fall,207000.0,294000.0,3,Buy
1867,6414600262,2014-08-29,98133,summer,365000.0,375000.0,3,Buy
1872,5505700055,2014-07-30,98116,summer,345000.0,558000.0,3,Buy
1873,3886902505,2015-03-11,98033,spring,616300.0,630000.0,3,Buy
1875,1552520070,2014-12-02,98011,winter,425000.0,470000.0,3,Buy
1880,869700370,2015-04-10,98059,spring,350000.0,423000.0,3,Buy
1881,4307301160,2014-07-22,98056,summer,349000.0,375000.0,3,Buy
1883,4307350990,2015-03-09,98056,spring,320000.0,375000.0,3,Buy
1889,3319500922,2015-04-21,98144,spring,345000.0,446800.0,3,Buy
1892,9265700045,2014-06-24,98177,summer,300000.0,506000.0,3,Buy
1897,6381500505,2015-04-02,98125,spring,400000.0,422000.0,3,Buy
1898,1697000400,2015-03-30,98198,spring,133000.0,262950.0,3,Buy
1899,2548100140,2015-01-16,98155,winter,330000.0,367500.0,3,Buy
1903,7715800710,2014-07-22,98074,summer,470000.0,625000.0,3,Buy
1905,5100401160,2014-07-07,98115,summer,548800.0,560750.0,3,Buy
1910,8024201370,2014-12-08,98115,winter,400000.0,560750.0,3,Buy
1912,5306100240,2014-09-18,98133,fall,339950.0,375000.0,3,Buy
1914,7203101260,2015-02-11,98053,winter,411753.0,558500.0,3,Buy
1917,3874000240,2014-12-02,98001,winter,210000.0,256000.0,3,Buy
1920,8150100240,2015-02-18,98126,winter,265000.0,399000.0,3,Buy
1922,4027701275,2014-07-18,98028,summer,230000.0,433000.0,3,Buy
1925,3905100070,2015-02-03,98029,winter,467000.0,564800.0,3,Buy
1926,7316400070,2014-09-25,98023,fall,255000.0,265500.0,3,Buy
1928,3972900160,2015-04-03,98155,spring,190000.0,367500.0,3,Buy
1929,2767603215,2014-05-16,98107,spring,490000.0,529475.0,3,Buy
1932,9188200570,2014-09-02,98118,fall,333800.0,365500.0,3,Buy
1939,6127010800,2014-06-09,98075,summer,550000.0,741000.0,3,Buy
1940,4222000320,2015-04-22,98003,spring,240000.0,263750.0,3,Buy
1942,3826500570,2014-08-29,98030,summer,275000.0,280000.0,3,Buy
1948,3279000070,2014-08-28,98023,summer,215000.0,265500.0,3,Buy
1959,2473251170,2014-06-26,98058,summer,302000.0,329000.0,3,Buy
1961,4136950140,2014-12-15,98092,winter,250000.0,297300.0,3,Buy
1964,8637100370,2014-11-12,98055,fall,252000.0,294000.0,3,Buy
1969,2856100125,2014-10-01,98117,fall,439000.0,541000.0,3,Buy
1979,5466400550,2014-11-13,98042,fall,210000.0,280000.0,3,Buy
1984,1138000830,2014-09-09,98034,fall,310000.0,440000.0,3,Buy
1991,5103900045,2014-07-25,98065,summer,299000.0,506950.0,3,Buy
1993,8807600340,2015-03-25,98053,spring,322000.0,558500.0,3,Buy
1996,179000350,2014-11-05,98178,fall,194000.0,275000.0,3,Buy
1998,3578400030,2014-07-18,98074,summer,465000.0,625000.0,3,Buy
2000,3856901715,2014-09-24,98103,fall,470450.0,549500.0,3,Buy
2006,1337800045,2014-10-01,98112,fall,625000.0,760500.0,3,Buy
2011,7203102080,2014-12-17,98053,winter,305000.0,558500.0,3,Buy
2016,5379804730,2014-07-18,98188,summer,156000.0,260250.0,3,Buy
2017,3383900058,2014-11-18,98102,fall,580000.0,670000.0,3,Buy
2019,1823049171,2014-12-18,98146,winter,275000.0,295000.0,3,Buy
2022,534000075,2014-05-06,98117,spring,329350.0,541000.0,3,Buy
2032,2414600400,2014-08-05,98146,summer,210000.0,295000.0,3,Buy
2033,2461900510,2014-09-26,98136,fall,350000.0,485000.0,3,Buy
2037,8730000260,2015-05-04,98133,spring,369950.0,375000.0,3,Buy
2038,3395040550,2014-07-28,98108,summer,250000.0,345000.0,3,Buy
2039,3395040550,2015-04-29,98108,spring,320000.0,345000.0,3,Buy
2050,8732040810,2014-11-04,98023,fall,235000.0,265500.0,3,Buy
2051,2991000400,2014-07-23,98092,summer,272000.0,297300.0,3,Buy
2053,5727500102,2015-04-26,98155,spring,195000.0,367500.0,3,Buy
2054,5104510370,2014-10-14,98038,fall,297000.0,326992.0,3,Buy
2060,538000030,2014-07-30,98038,summer,272500.0,326992.0,3,Buy
2062,4083800340,2015-04-02,98103,spring,462000.0,549500.0,3,Buy
2063,9214400135,2015-03-10,98115,spring,510000.0,560750.0,3,Buy
2065,8651430370,2015-04-25,98042,spring,150000.0,280000.0,3,Buy
2069,461003251,2014-08-01,98117,summer,437000.0,541000.0,3,Buy
2073,7452500045,2014-08-05,98126,summer,235000.0,399000.0,3,Buy
2077,2239800070,2014-06-27,98125,summer,417000.0,422000.0,3,Buy
2081,257000105,2014-05-20,98168,spring,192500.0,235000.0,3,Buy
2083,6402300070,2014-12-08,98040,winter,800000.0,876650.0,3,Buy
2086,9407150240,2014-10-01,98038,fall,295000.0,326992.0,3,Buy
2087,8682291940,2014-06-30,98053,summer,419000.0,558500.0,3,Buy
2090,3380900160,2015-04-28,98177,spring,502000.0,506000.0,3,Buy
2092,3448000270,2015-03-13,98125,spring,398500.0,422000.0,3,Buy
2099,6414100111,2014-11-05,98125,fall,365000.0,422000.0,3,Buy
2100,9818700320,2014-10-07,98122,fall,491000.0,557500.0,3,Buy
2104,4142450510,2014-07-23,98038,summer,310000.0,326992.0,3,Buy
2107,908000260,2014-11-17,98058,fall,272000.0,329000.0,3,Buy
2109,8645540320,2014-11-18,98058,fall,307000.0,329000.0,3,Buy
2116,7695500240,2014-05-14,98059,spring,345000.0,423000.0,3,Buy
2126,4345000510,2014-10-15,98030,fall,180500.0,280000.0,3,Buy
2132,2113701200,2014-09-12,98106,fall,250000.0,315000.0,3,Buy
2134,9264901040,2014-05-16,98023,spring,239900.0,265500.0,3,Buy
2135,7967600069,2014-11-17,98001,fall,185000.0,256000.0,3,Buy
2137,3810000202,2014-09-05,98178,fall,251700.0,275000.0,3,Buy
2138,1226039129,2015-02-09,98177,winter,400000.0,506000.0,3,Buy
2139,8146100370,2014-09-04,98004,fall,735000.0,867500.0,3,Buy
2154,4435000520,2014-09-26,98188,fall,245990.0,260250.0,3,Buy
2160,9521100106,2014-08-26,98103,summer,440000.0,549500.0,3,Buy
2165,3354400060,2015-05-01,98001,spring,238000.0,256000.0,3,Buy
2166,408100105,2014-11-03,98155,fall,265000.0,367500.0,3,Buy
2168,8029740060,2015-05-07,98056,spring,345000.0,375000.0,3,Buy
2178,2130702270,2014-06-28,98019,summer,234000.0,402750.0,3,Buy
2182,6619510060,2015-03-27,98177,spring,499000.0,506000.0,3,Buy
2183,4058802105,2014-09-04,98178,fall,150000.0,275000.0,3,Buy
2188,6632900340,2014-11-24,98155,fall,360000.0,367500.0,3,Buy
2194,7461420060,2014-08-04,98058,summer,265000.0,329000.0,3,Buy
2198,3815500045,2014-10-03,98028,fall,399000.0,433000.0,3,Buy
2204,1442800400,2014-06-28,98038,summer,230000.0,326992.0,3,Buy
2207,1545802830,2015-03-09,98038,spring,258500.0,326992.0,3,Buy
2211,3438500339,2014-05-26,98106,spring,276000.0,315000.0,3,Buy
2220,1926059155,2015-01-30,98034,winter,257000.0,440000.0,3,Buy
2229,1321970240,2014-12-04,98092,winter,265000.0,297300.0,3,Buy
2234,269000070,2015-01-06,98199,winter,608000.0,651000.0,3,Buy
2238,1704900135,2014-11-11,98118,fall,315000.0,365500.0,3,Buy
2251,4364700105,2014-08-04,98126,summer,330000.0,399000.0,3,Buy
2253,7694800070,2014-08-18,98052,summer,468000.0,600000.0,3,Buy
2255,4035900060,2014-09-19,98006,fall,515000.0,697450.0,3,Buy
2256,8880600070,2014-11-12,98022,fall,245000.0,251500.0,3,Buy
2265,5413200140,2014-10-21,98001,fall,213550.0,256000.0,3,Buy
2266,522049104,2014-07-29,98198,summer,210000.0,262950.0,3,Buy
2271,7697100030,2014-09-29,98115,fall,546800.0,560750.0,3,Buy
2274,4263200030,2014-12-05,98144,winter,299500.0,446800.0,3,Buy
2277,1930301555,2014-07-01,98103,summer,500000.0,549500.0,3,Buy
2279,2719100013,2015-04-29,98136,spring,418000.0,485000.0,3,Buy
2283,5017000575,2014-11-24,98112,fall,569000.0,760500.0,3,Buy
2287,4024101715,2014-09-05,98155,fall,306000.0,367500.0,3,Buy
2289,4450700030,2014-08-22,98072,summer,354950.0,440000.0,3,Buy
2290,7920100083,2015-04-14,98115,spring,348000.0,560750.0,3,Buy
2293,8901000445,2014-12-18,98125,winter,390000.0,422000.0,3,Buy
2294,6121800060,2014-09-10,98148,fall,260000.0,274000.0,3,Buy
2295,8712100320,2014-07-28,98112,summer,585000.0,760500.0,3,Buy
2304,3034200885,2014-12-08,98133,winter,290000.0,375000.0,3,Buy
2312,943100262,2014-10-30,98024,fall,260000.0,337500.0,3,Buy
2322,2211700160,2014-05-12,98006,spring,450000.0,697450.0,3,Buy
2325,3634100030,2015-01-09,98118,winter,270000.0,365500.0,3,Buy
2334,2796100640,2015-04-24,98031,spring,264900.0,282000.0,3,Buy
2335,993000046,2014-09-22,98103,fall,510000.0,549500.0,3,Buy
2336,2333230270,2014-08-14,98058,summer,328000.0,329000.0,3,Buy
2341,2771603610,2015-04-23,98199,spring,545000.0,651000.0,3,Buy
2347,476000335,2014-12-17,98107,winter,430000.0,529475.0,3,Buy
2348,251300260,2014-05-15,98003,spring,255000.0,263750.0,3,Buy
2350,3298201170,2014-11-10,98008,fall,350000.0,535900.0,3,Buy
2358,7760400350,2014-12-05,98042,winter,232000.0,280000.0,3,Buy
2362,1218000030,2014-08-27,98166,summer,278000.0,363405.0,3,Buy
2363,6099400140,2014-09-04,98168,fall,230000.0,235000.0,3,Buy
2369,2553300140,2014-11-03,98075,fall,674750.0,741000.0,3,Buy
2381,8946750140,2015-04-30,98092,spring,282000.0,297300.0,3,Buy
2386,6151800486,2014-07-18,98010,summer,260000.0,263500.0,3,Buy
2401,1087700030,2014-06-19,98033,summer,450000.0,630000.0,3,Buy
2402,8856970570,2014-10-27,98038,fall,322500.0,326992.0,3,Buy
2409,1088000030,2014-12-03,98033,winter,435000.0,630000.0,3,Buy
2410,1545800640,2014-06-18,98038,summer,242000.0,326992.0,3,Buy
2414,7696600240,2014-10-23,98001,fall,165000.0,256000.0,3,Buy
2415,3904100106,2015-04-27,98118,spring,335000.0,365500.0,3,Buy
2416,7849201600,2014-07-24,98065,summer,286700.0,506950.0,3,Buy
2418,2221000070,2015-03-27,98058,spring,280000.0,329000.0,3,Buy
2432,6300000693,2014-12-02,98133,winter,233000.0,375000.0,3,Buy
2439,3278601940,2014-08-06,98126,summer,349950.0,399000.0,3,Buy
2441,1163100070,2014-12-17,98177,winter,355950.0,506000.0,3,Buy
2450,7436300160,2014-06-25,98033,summer,409900.0,630000.0,3,Buy
2451,7896300070,2015-05-01,98118,spring,265000.0,365500.0,3,Buy
2454,7852150140,2014-10-07,98065,fall,381000.0,506950.0,3,Buy
2465,9430110030,2015-01-14,98052,winter,500000.0,600000.0,3,Buy
2469,7548300326,2015-02-20,98144,winter,290000.0,446800.0,3,Buy
2470,5457300696,2014-06-27,98109,summer,700000.0,708750.0,3,Buy
2475,6414600260,2014-10-30,98133,fall,345000.0,375000.0,3,Buy
2478,4358700186,2014-12-11,98133,winter,275000.0,375000.0,3,Buy
2479,259600560,2014-08-27,98008,summer,405000.0,535900.0,3,Buy
2481,7186800105,2015-01-12,98118,winter,236500.0,365500.0,3,Buy
2487,7525100520,2014-05-02,98052,spring,335000.0,600000.0,3,Buy
2488,6204200560,2014-07-23,98011,summer,425000.0,470000.0,3,Buy
2490,3905040070,2015-05-04,98029,spring,540000.0,564800.0,3,Buy
2492,4027701182,2014-07-22,98028,summer,339950.0,433000.0,3,Buy
2495,5160300030,2015-04-01,98005,spring,660000.0,710000.0,3,Buy
2499,7796600070,2014-08-25,98146,summer,195000.0,295000.0,3,Buy
2505,1005000036,2014-06-13,98118,summer,285000.0,365500.0,3,Buy
2511,765000060,2014-08-27,98011,summer,342000.0,470000.0,3,Buy
2515,133000070,2014-09-16,98168,fall,179900.0,235000.0,3,Buy
2517,6082400083,2015-04-30,98168,spring,166000.0,235000.0,3,Buy
2519,3905030140,2014-06-22,98029,summer,545000.0,564800.0,3,Buy
2520,7228501580,2015-01-16,98122,winter,415000.0,557500.0,3,Buy
2521,6679000390,2014-06-10,98038,summer,269000.0,326992.0,3,Buy
2529,3126049094,2014-11-12,98103,fall,392450.0,549500.0,3,Buy
2530,8682282180,2014-09-23,98053,fall,509000.0,558500.0,3,Buy
2531,1232000810,2014-09-12,98117,fall,340000.0,541000.0,3,Buy
2532,1232000810,2015-03-26,98117,spring,537000.0,541000.0,3,Buy
2534,3996900295,2014-12-14,98155,winter,358000.0,367500.0,3,Buy
2539,6021503570,2014-09-18,98117,fall,525000.0,541000.0,3,Buy
2540,1862400517,2014-08-13,98117,summer,350000.0,541000.0,3,Buy
2544,3971700510,2015-01-29,98155,winter,336800.0,367500.0,3,Buy
2545,7202330270,2015-03-03,98053,spring,465000.0,558500.0,3,Buy
2546,9542830160,2014-12-18,98038,winter,299900.0,326992.0,3,Buy
2556,2973800030,2014-07-21,98146,summer,175000.0,295000.0,3,Buy
2562,1449000260,2014-11-12,98052,fall,493000.0,600000.0,3,Buy
2566,3037200060,2014-09-26,98122,fall,499000.0,557500.0,3,Buy
2571,1471620240,2014-05-16,98045,spring,275000.0,345000.0,3,Buy
2584,1437900350,2014-10-27,98034,fall,387000.0,440000.0,3,Buy
2587,7452500340,2014-12-04,98126,winter,265000.0,399000.0,3,Buy
2588,9215400075,2015-04-22,98115,spring,406000.0,560750.0,3,Buy
2589,5061300030,2014-05-08,98014,spring,134000.0,319000.0,3,Buy
2591,2558640340,2014-05-27,98034,spring,375000.0,440000.0,3,Buy
2592,8078460810,2014-12-10,98074,winter,620000.0,625000.0,3,Buy
2598,7697870350,2014-06-17,98030,summer,259000.0,280000.0,3,Buy
2607,3904990030,2014-07-09,98029,summer,561000.0,564800.0,3,Buy
2609,2193340140,2014-08-14,98052,summer,540000.0,600000.0,3,Buy
2617,179003055,2014-11-13,98178,fall,210000.0,275000.0,3,Buy
2623,6300500505,2014-07-14,98133,summer,359950.0,375000.0,3,Buy
2631,7983000200,2014-10-05,98003,fall,169575.0,263750.0,3,Buy
2632,7983000200,2015-02-25,98003,winter,250000.0,263750.0,3,Buy
2635,6791400320,2014-09-23,98042,fall,257500.0,280000.0,3,Buy
2636,3992700036,2014-06-26,98125,summer,415000.0,422000.0,3,Buy
2639,1441800030,2014-07-06,98034,summer,395000.0,440000.0,3,Buy
2648,7504020810,2014-10-20,98074,fall,610000.0,625000.0,3,Buy
2658,6071900070,2014-06-22,98006,summer,500000.0,697450.0,3,Buy
2659,7957600075,2015-04-06,98148,spring,202500.0,274000.0,3,Buy
2661,2366800055,2014-12-03,98001,winter,225000.0,256000.0,3,Buy
2663,3582700070,2014-12-05,98028,winter,356500.0,433000.0,3,Buy
2670,3580900160,2014-10-10,98034,fall,311000.0,440000.0,3,Buy
2674,9407001610,2014-07-15,98045,summer,271900.0,345000.0,3,Buy
2675,8700120270,2014-12-10,98030,winter,278000.0,280000.0,3,Buy
2681,1432400060,2014-05-29,98058,spring,230000.0,329000.0,3,Buy
2683,6441800060,2014-12-09,98075,winter,725786.0,741000.0,3,Buy
2686,8910500238,2014-11-06,98133,fall,343000.0,375000.0,3,Buy
2690,7227501369,2014-06-10,98056,summer,369990.0,375000.0,3,Buy
2691,3820350070,2014-09-29,98019,fall,349950.0,402750.0,3,Buy
2692,7616800350,2015-04-12,98055,spring,285750.0,294000.0,3,Buy
2693,7811210200,2015-04-20,98005,spring,542500.0,710000.0,3,Buy
2697,3352400004,2015-01-29,98178,winter,184500.0,275000.0,3,Buy
2698,7942601200,2014-10-01,98122,fall,412000.0,557500.0,3,Buy
2700,2218000390,2014-06-12,98105,summer,580000.0,625252.0,3,Buy
2703,7445000105,2014-05-22,98107,spring,373500.0,529475.0,3,Buy
2712,6817810310,2014-06-12,98074,summer,405000.0,625000.0,3,Buy
2715,3876810140,2014-05-27,98072,spring,326500.0,440000.0,3,Buy
2718,546000045,2015-03-25,98117,spring,422500.0,541000.0,3,Buy
2721,5335700030,2014-06-03,98032,summer,223000.0,249000.0,3,Buy
2722,7203101580,2014-07-24,98053,summer,410000.0,558500.0,3,Buy
